CounterExamples_0,Specificity_0,PRev_0,Pos_0,VarDist_0,RuleDist_0,PlanDist_0,CounterExamples_1,Specificity_1,PRev_1,Pos_1,VarDist_1,RuleDist_1,PlanDist_1,CounterExamples_2,Specificity_2,PRev_2,Pos_2,VarDist_2,RuleDist_2,PlanDist_2,
15,56.8,-1,0,-1,73.0909,-1,13,49,0.696997,0,-1,79.0909,-1,9,48.5,-1,0,-1,70.9091,-1,
15,56.8,-1,0,-1,73.0909,-1,13,49,0.802818,0,-1,79.0909,-1,9,48.5,-1,0,-1,70.9091,-1,
15,56.8,-1,0,-1,73.0909,-1,13,49,-1,0,-1,79.0909,-1,9,48.5,-1,0,-1,70.9091,-1,
15,56.8,-1,0,-1,73.0909,-1,13,49,-1,0,-1,79.0909,-1,9,48.5,-1,0,-1,70.9091,-1,
15,56.8,-1,0,-1,73.0909,-1,13,49,-1,0,-1,79.0909,-1,9,48.5,-1,0,-1,70.9091,-1,
15,56.8,-1,0,-1,73.0909,-1,13,49,-1,0,-1,79.0909,-1,9,48.5,0.894061,0,-1,70.9091,-1,
15,56.8,-1,0,-1,73.0909,-1,13,49,0.25147,0,-1,79.0909,-1,9,48.5,-1,0,-1,70.9091,-1,
15,56.8,-1,0,-1,73.0909,-1,13,49,0.87727,0,-1,79.0909,-1,9,48.5,-1,0,-1,70.9091,-1,
15,56.8,-1,0,-1,73.0909,-1,13,49,0.892645,0,-1,79.0909,-1,10,72.2,-1,1,-1,67.2727,-1,
15,56.8,-1,0,-1,73.0909,-1,13,49,-1,0,-1,79.0909,-1,10,72.2,-1,0,-1,67.2727,-1,
15,56.8,0.0409899,0,-1,73.0909,-1,13,49,0.810263,0,-1,79.0909,-1,10,72.2,-1,0,-1,67.2727,-1,
15,56.8,0.999982,0,-1,73.0909,-1,13,49,0.819192,0,-1,79.0909,-1,10,72.2,-1,0,-1,67.2727,-1,
15,56.8,-1,0,-1,73.0909,-1,13,49,-1,0,-1,79.0909,-1,10,72.2,-1,0,-1,67.2727,-1,
15,56.8,-1,0,-1,73.0909,-1,13,49,0.225511,0,-1,79.0909,-1,10,72.2,-1,0,-1,67.2727,-1,
15,56.8,-1,0,-1,73.0909,-1,13,49,0.979135,0,-1,79.0909,-1,10,72.2,0.738278,0,-1,67.2727,-1,
15,56.8,-1,0,-1,73.0909,-1,13,49,-1,0,-1,79.0909,-1,10,72.2,-1,0,-1,67.2727,-1,
15,56.8,-1,0,-1,73.0909,-1,13,49,-1,0,-1,79.0909,-1,10,72.2,-1,0,-1,67.2727,-1,
15,56.8,-1,0,-1,73.0909,-1,13,49,-1,0,-1,79.0909,-1,10,72.2,-1,0,-1,67.2727,-1,
15,56.8,-1,0,-1,73.0909,-1,14,67.6667,0.267395,1,-1,75.5455,-1,10,72.2,0.267941,0,-1,67.2727,-1,
15,56.8,1,0,-1,73.0909,-1,14,67.6667,0.240913,0,-1,75.5455,-1,10,72.2,-1,0,-1,67.2727,-1,
15,56.8,-1,0,0.781111,73.0909,0.85,15,61.8333,0.953309,1,0.818889,75.5455,0.9,11,71,0.271045,1,0.764444,66.7273,0.8,
15,56.8,-1,0,-1,73.0909,-1,15,61.8333,-1,0,-1,75.5455,-1,11,71,-1,0,-1,66.7273,-1,
15,56.8,-1,0,-1,73.0909,-1,15,61.8333,0.460877,0,-1,75.5455,-1,11,71,-1,0,-1,66.7273,-1,
15,56.8,-1,0,-1,73.0909,-1,15,61.8333,-1,0,-1,75.5455,-1,11,71,-1,0,-1,66.7273,-1,
15,56.8,-1,0,-1,73.0909,-1,15,61.8333,-1,0,-1,75.5455,-1,11,71,-1,0,-1,66.7273,-1,
15,56.8,-1,0,-1,73.0909,-1,15,61.8333,-1,0,-1,75.5455,-1,11,71,-1,0,-1,66.7273,-1,
15,56.8,-1,0,-1,73.0909,-1,15,61.8333,-1,0,-1,75.5455,-1,11,71,-1,0,-1,66.7273,-1,
15,56.8,0.99999,0,-1,73.0909,-1,15,61.8333,-1,0,-1,75.5455,-1,11,71,-1,0,-1,66.7273,-1,
15,56.8,0.99999,0,-1,73.0909,-1,16,76.8571,-1,1,-1,72,-1,11,71,-1,0,-1,66.7273,-1,
15,56.8,0.999986,0,-1,73.0909,-1,16,76.8571,0.962251,0,-1,72,-1,11,71,-1,0,-1,66.7273,-1,
15,56.8,-1,0,-1,73.0909,-1,16,76.8571,0.868768,0,-1,72,-1,11,71,-1,0,-1,66.7273,-1,
15,56.8,-1,0,-1,73.0909,-1,16,76.8571,-1,0,-1,72,-1,11,71,-1,0,-1,66.7273,-1,
15,56.8,-1,0,-1,73.0909,-1,16,76.8571,0.998887,0,-1,72,-1,11,71,-1,0,-1,66.7273,-1,
15,56.8,-1,0,-1,73.0909,-1,16,76.8571,0.999071,0,-1,72,-1,11,71,-1,0,-1,66.7273,-1,
15,56.8,0.999997,0,-1,73.0909,-1,16,76.8571,-1,0,-1,72,-1,11,71,-1,0,-1,66.7273,-1,
15,56.8,0.06898,0,-1,73.0909,-1,16,76.8571,-1,0,-1,72,-1,11,71,-1,0,-1,66.7273,-1,
15,56.8,1,0,-1,73.0909,-1,16,76.8571,0.99935,0,-1,72,-1,11,71,-1,0,-1,66.7273,-1,
15,56.8,1,0,-1,73.0909,-1,16,76.8571,-1,0,-1,72,-1,11,71,-1,0,-1,66.7273,-1,
15,56.8,0.0316958,0,-1,73.0909,-1,16,76.8571,0.999391,0,-1,72,-1,11,71,0.115912,0,-1,66.7273,-1,
